23/12/2025 17:15|KA04PQ9876|120.0|4660.0
23/12/2025 17:15|KA05XY1111|80.0|940.0
23/12/2025 17:15|KA06AB2222|40.0|5080.0
23/12/2025 17:15|KA07CD3333|40.0|160.0
23/12/2025 17:15|KA08EF4444|150.0|900.0
23/12/2025 17:15|KA09GH5555|120.0|2880.0
23/12/2025 17:15|KA10IJ6666|80.0|970.0
23/12/2025 17:21|KA01AB1234|80.0|4340.0
23/12/2025 17:21|KA02XY5678|150.0|1700.0
23/12/2025 17:21|KA03MN4321|40.0|2920.0
23/12/2025 17:21|KA04PQ9876|120.0|4540.0
23/12/2025 17:21|KA05XY1111|80.0|860.0
23/12/2025 17:21|KA06AB2222|40.0|5040.0
23/12/2025 17:21|KA07CD3333|40.0|120.0
23/12/2025 17:21|KA08EF4444|150.0|750.0
23/12/2025 17:21|KA09GH5555|120.0|2760.0
23/12/2025 17:21|KA10IJ6666|80.0|890.0
23/12/2025 17:27|KA01AB1234|80.0|4260.0
23/12/2025 17:27|KA02XY5678|150.0|1550.0
23/12/2025 17:27|KA03MN4321|40.0|2880.0
23/12/2025 17:27|KA04PQ9876|120.0|4420.0
23/12/2025 17:27|KA05XY1111|80.0|780.0
23/12/2025 17:27|KA06AB2222|40.0|5000.0
23/12/2025 17:27|KA07CD3333|40.0|80.0
23/12/2025 17:27|KA08EF4444|150.0|600.0
23/12/2025 17:27|KA09GH5555|120.0|2640.0
23/12/2025 17:27|KA10IJ6666|80.0|810.0
23/12/2025 17:38|KA01AB1234|80.0|4180.0
23/12/2025 17:38|KA02XY5678|150.0|1400.0
23/12/2025 17:38|KA03MN4321|40.0|2840.0
23/12/2025 17:38|KA04PQ9876|120.0|4300.0
23/12/2025 17:38|KA05XY1111|80.0|700.0
23/12/2025 17:38|KA06AB2222|40.0|4960.0
23/12/2025 17:38|KA07CD3333|40.0|40.0
23/12/2025 17:38|KA08EF4444|150.0|450.0
23/12/2025 17:38|KA09GH5555|120.0|2520.0
23/12/2025 17:38|KA10IJ6666|80.0|730.0
23/12/2025 17:41|KA01AB1234|80.0|4100.0
23/12/2025 17:41|KA02XY5678|150.0|1250.0
23/12/2025 17:41|KA03MN4321|40.0|2800.0
23/12/2025 17:41|KA04PQ9876|120.0|4180.0
23/12/2025 17:41|KA05XY1111|80.0|620.0
23/12/2025 17:41|KA06AB2222|40.0|4920.0
23/12/2025 17:41|KA07CD3333|40.0|0.0
23/12/2025 17:41|KA08EF4444|150.0|300.0
23/12/2025 17:41|KA09GH5555|120.0|2400.0
23/12/2025 17:41|KA10IJ6666|80.0|650.0
23/12/2025 20:34|KA01AB1234|80.0|4020.0
23/12/2025 20:34|KA02XY5678|150.0|1100.0
23/12/2025 20:34|KA03MN4321|40.0|2760.0
23/12/2025 20:34|KA04PQ9876|120.0|4060.0
23/12/2025 20:34|KA05XY1111|80.0|540.0
23/12/2025 20:34|KA06AB2222|40.0|4880.0
23/12/2025 20:34|KA08EF4444|150.0|150.0
23/12/2025 20:34|KA09GH5555|120.0|2280.0
23/12/2025 20:34|KA10IJ6666|80.0|570.0
28/12/2025 13:53|KA01AB1234|80.0|3940.0
28/12/2025 13:53|KA02XY5678|150.0|950.0
28/12/2025 13:53|KA03MN4321|40.0|2720.0
28/12/2025 13:53|KA04PQ9876|120.0|4940.0
28/12/2025 13:53|KA05XY1111|80.0|460.0
28/12/2025 13:53|KA06AB2222|40.0|4840.0
28/12/2025 13:54|KA08EF4444|150.0|0.0
28/12/2025 13:54|KA09GH5555|120.0|2160.0
28/12/2025 13:54|KA10IJ6666|80.0|490.0
28/12/2025 13:55|KA02XY5678|150.0|800.0
28/12/2025 15:27|KA01AB1234|80.0|3860.0
28/12/2025 15:27|KA02XY5678|150.0|800.0
28/12/2025 15:27|KA03MN4321|40.0|2680.0
28/12/2025 15:27|KA04PQ9876|120.0|4820.0
28/12/2025 15:28|KA05XY1111|80.0|380.0
28/12/2025 15:28|KA06AB2222|40.0|4800.0
28/12/2025 15:28|KA09GH5555|120.0|2040.0
28/12/2025 15:28|KA10IJ6666|80.0|410.0
28/12/2025 15:28|KA10IJ6666|80.0|330.0
28/12/2025 15:37|KA01AB1234|80.0|3780.0
28/12/2025 15:37|KA02XY5678|150.0|650.0
28/12/2025 15:37|KA03MN4321|40.0|2640.0
28/12/2025 15:37|KA04PQ9876|120.0|4700.0
28/12/2025 15:37|KA05XY1111|80.0|300.0
28/12/2025 15:37|KA06AB2222|40.0|4760.0
28/12/2025 15:37|KA09GH5555|120.0|1920.0
28/12/2025 15:37|KA10IJ6666|80.0|330.0
28/12/2025 15:42|KA01AB1234|80.0|3700.0
28/12/2025 15:42|KA02XY5678|150.0|500.0
28/12/2025 15:42|KA03MN4321|40.0|2600.0
28/12/2025 15:42|KA04PQ9876|120.0|4580.0
28/12/2025 15:42|KA05XY1111|80.0|220.0
28/12/2025 15:42|KA06AB2222|40.0|4720.0
28/12/2025 15:42|KA09GH5555|120.0|1800.0
28/12/2025 15:42|KA10IJ6666|80.0|250.0
28/12/2025 15:58|KA01AB1234|80.0|3620.0
28/12/2025 15:58|KA02XY5678|150.0|350.0
28/12/2025 15:58|KA03MN4321|40.0|2560.0
28/12/2025 15:58|KA04PQ9876|120.0|4460.0
28/12/2025 15:58|KA05XY1111|80.0|140.0
28/12/2025 15:58|KA06AB2222|40.0|4680.0
28/12/2025 15:58|KA09GH5555|120.0|1680.0
28/12/2025 15:58|KA10IJ6666|80.0|170.0
